Analysis_ID,CheckIn_Date_ID,City_ID,Star_Rating,Price_Delta_Bucket,Feature_Parity_Bucket,Total_Opportunities,Wins_Count,Losses_Count,Win_Rate_Pct,Avg_Price_Delta_SAR,Avg_Feature_Parity_Score,Revenue_Impact_SAR
5748,20240811,3,5,Cheaper_5_10pct,Match_90pct+,226,101,125,45,69.54,0.92,169121.6
5749,20240811,3,5,Match_5pct,Low_0_50pct,276,165,111,60,-60.88,0.68,138040.26
5750,20240811,3,5,Match_5pct,Medium_50_75pct,221,106,115,48,-66.49,0.56,84293.23
5751,20240811,3,5,Match_5pct,High_75_90pct,319,248,71,78,-65.7,0.73,318971.09
5752,20240811,3,5,Match_5pct,Match_90pct+,125,27,98,22,95.27,0.79,53228.2
5753,20240811,3,5,Expensive_5_10pct,Low_0_50pct,484,140,344,29,-79.33,0.77,257534.82
5754,20240811,3,5,Expensive_5_10pct,Medium_50_75pct,81,48,33,60,-28.45,0.71,50237.95
5755,20240811,3,5,Expensive_5_10pct,High_75_90pct,462,194,268,42,43.95,0.52,277449.3
5756,20240811,3,5,Expensive_5_10pct,Match_90pct+,252,138,114,55,98.27,0.93,206153.96
5757,20240811,3,5,Expensive_10pct+,Low_0_50pct,490,176,314,36,-56.06,0.55,154649.75
5758,20240811,3,5,Expensive_10pct+,Medium_50_75pct,444,337,107,76,34.14,0.71,469528.8
5759,20240811,3,5,Expensive_10pct+,High_75_90pct,175,47,128,27,81.47,0.89,24336.82
5760,20240811,3,5,Expensive_10pct+,Match_90pct+,377,154,223,41,-89.67,0.66,305396.74
5761,20240818,1,3,Cheaper_10pct+,Low_0_50pct,85,58,27,69,36.74,0.91,91152.78
5762,20240818,1,3,Cheaper_10pct+,Medium_50_75pct,436,270,166,62,-78.36,0.97,158606.16
5763,20240818,1,3,Cheaper_10pct+,High_75_90pct,163,97,66,60,74.02,0.91,185664.74
5764,20240818,1,3,Cheaper_10pct+,Match_90pct+,458,293,165,64,-24.33,0.51,488455.87
5765,20240818,1,3,Cheaper_5_10pct,Low_0_50pct,208,70,138,34,-74.58,0.84,38337.96
5766,20240818,1,3,Cheaper_5_10pct,Medium_50_75pct,384,53,331,14,31.71,0.69,38418.61
5767,20240818,1,3,Cheaper_5_10pct,High_75_90pct,225,92,133,41,25.88,0.91,87724.64
5768,20240818,1,3,Cheaper_5_10pct,Match_90pct+,496,198,298,40,10.62,0.72,316729.98
5769,20240818,1,3,Match_5pct,Low_0_50pct,386,61,325,16,-98.18,0.58,67288.59
5770,20240818,1,3,Match_5pct,Medium_50_75pct,77,27,50,36,4.18,0.65,23362.58
5771,20240818,1,3,Match_5pct,High_75_90pct,336,77,259,23,87.13,0.94,141336.13
5772,20240818,1,3,Match_5pct,Match_90pct+,314,37,277,12,-28.62,0.85,20338.67
5773,20240818,1,3,Expensive_5_10pct,Low_0_50pct,405,255,150,63,-63.76,0.59,232119.19
5774,20240818,1,3,Expensive_5_10pct,Medium_50_75pct,76,56,20,74,40.5,0.79,88629.48
5775,20240818,1,3,Expensive_5_10pct,High_75_90pct,117,76,41,65,16.63,0.61,131703.97
5776,20240818,1,3,Expensive_5_10pct,Match_90pct+,488,302,186,62,-0.16,0.67,416974.45
5777,20240818,1,3,Expensive_10pct+,Low_0_50pct,445,293,152,66,7.13,0.69,166919.93
5778,20240818,1,3,Expensive_10pct+,Medium_50_75pct,307,132,175,43,78.0,0.91,86094.63
5779,20240818,1,3,Expensive_10pct+,High_75_90pct,249,146,103,59,-75.46,0.55,223831.86
5780,20240818,1,3,Expensive_10pct+,Match_90pct+,210,163,47,78,72.63,0.61,199097.69
5781,20240818,1,4,Cheaper_10pct+,Low_0_50pct,474,289,185,61,90.48,0.89,522222.28
5782,20240818,1,4,Cheaper_10pct+,Medium_50_75pct,428,329,99,77,44.14,0.93,209971.57
5783,20240818,1,4,Cheaper_10pct+,High_75_90pct,500,115,385,23,-15.69,0.7,213657.16
5784,20240818,1,4,Cheaper_10pct+,Match_90pct+,197,49,148,25,-42.78,0.6,49290.96
5785,20240818,1,4,Cheaper_5_10pct,Low_0_50pct,408,65,343,16,-84.29,0.69,109627.78
5786,20240818,1,4,Cheaper_5_10pct,Medium_50_75pct,195,29,166,15,88.54,0.88,28529.92
5787,20240818,1,4,Cheaper_5_10pct,High_75_90pct,475,80,395,17,3.48,0.78,67130.58
5788,20240818,1,4,Cheaper_5_10pct,Match_90pct+,213,57,156,27,-43.69,0.73,93682.87
5789,20240818,1,4,Match_5pct,Low_0_50pct,256,40,216,16,27.92,0.7,79508.65
5790,20240818,1,4,Match_5pct,Medium_50_75pct,382,179,203,47,8.98,0.67,221322.36
5791,20240818,1,4,Match_5pct,High_75_90pct,462,189,273,41,-28.48,0.95,304074.6
5792,20240818,1,4,Match_5pct,Match_90pct+,84,36,48,44,-65.66,0.84,30531.92
5793,20240818,1,4,Expensive_5_10pct,Low_0_50pct,461,119,342,26,-73.36,0.82,184851.8
5794,20240818,1,4,Expensive_5_10pct,Medium_50_75pct,387,108,279,28,-12.39,0.6,85051.75
5795,20240818,1,4,Expensive_5_10pct,High_75_90pct,290,153,137,53,-7.81,0.57,209839.9
5796,20240818,1,4,Expensive_5_10pct,Match_90pct+,405,52,353,13,20.19,0.95,52041.05
5797,20240818,1,4,Expensive_10pct+,Low_0_50pct,268,163,105,61,-90.59,0.67,162922.56
5798,20240818,1,4,Expensive_10pct+,Medium_50_75pct,452,76,376,17,23.53,0.79,136361.98
5799,20240818,1,4,Expensive_10pct+,High_75_90pct,74,40,34,55,39.98,0.68,21264.69
5800,20240818,1,4,Expensive_10pct+,Match_90pct+,199,85,114,43,82.58,0.53,49921.03
5801,20240818,1,5,Cheaper_10pct+,Low_0_50pct,259,176,83,68,18.03,0.95,305018.08
5802,20240818,1,5,Cheaper_10pct+,Medium_50_75pct,298,86,212,29,-43.19,0.56,116378.85
5803,20240818,1,5,Cheaper_10pct+,High_75_90pct,218,26,192,12,-64.33,0.84,29223.92
5804,20240818,1,5,Cheaper_10pct+,Match_90pct+,123,78,45,64,64.96,0.78,58108.55
5805,20240818,1,5,Cheaper_5_10pct,Low_0_50pct,321,202,119,63,-11.79,0.75,112937.1
5806,20240818,1,5,Cheaper_5_10pct,Medium_50_75pct,99,51,48,52,-67.42,0.57,64472.27
5807,20240818,1,5,Cheaper_5_10pct,High_75_90pct,230,179,51,78,54.73,0.61,341748.57
5808,20240818,1,5,Cheaper_5_10pct,Match_90pct+,184,46,138,25,-88.18,0.93,83355.05
5809,20240818,1,5,Match_5pct,Low_0_50pct,365,73,292,20,4.34,0.55,105076.96
5810,20240818,1,5,Match_5pct,Medium_50_75pct,392,66,326,17,-66.5,0.77,94088.6
5811,20240818,1,5,Match_5pct,High_75_90pct,325,35,290,11,79.39,0.63,48686.55
5812,20240818,1,5,Match_5pct,Match_90pct+,177,58,119,33,-88.63,0.7,90547.29
5813,20240818,1,5,Expensive_5_10pct,Low_0_50pct,56,15,41,28,80.16,0.7,27438.85
5814,20240818,1,5,Expensive_5_10pct,Medium_50_75pct,343,229,114,67,-93.92,0.79,135352.69
5815,20240818,1,5,Expensive_5_10pct,High_75_90pct,98,32,66,33,-33.66,0.79,26344.5
5816,20240818,1,5,Expensive_5_10pct,Match_90pct+,299,230,69,77,23.9,0.96,170090.13
5817,20240818,1,5,Expensive_10pct+,Low_0_50pct,223,57,166,26,-71.35,0.64,60541.19
5818,20240818,1,5,Expensive_10pct+,Medium_50_75pct,163,35,128,22,61.8,0.93,45036.5
5819,20240818,1,5,Expensive_10pct+,High_75_90pct,365,135,230,37,-68.69,0.89,172281.97
5820,20240818,1,5,Expensive_10pct+,Match_90pct+,247,56,191,23,88.78,0.91,100342.54
5821,20240818,2,3,Cheaper_10pct+,Low_0_50pct,401,280,121,70,46.42,0.54,537576.86
5822,20240818,2,3,Cheaper_10pct+,Medium_50_75pct,299,179,120,60,32.03,0.57,348196.65
5823,20240818,2,3,Cheaper_10pct+,High_75_90pct,107,67,40,63,44.63,0.67,109229.11
5824,20240818,2,3,Cheaper_10pct+,Match_90pct+,66,6,60,10,55.45,0.79,10264.47
5825,20240818,2,3,Cheaper_5_10pct,Low_0_50pct,331,195,136,59,-4.88,0.61,110497.54
5826,20240818,2,3,Cheaper_5_10pct,Medium_50_75pct,270,202,68,75,-70.91,0.69,305434.03
5827,20240818,2,3,Cheaper_5_10pct,High_75_90pct,54,17,37,33,13.87,0.9,10035.29
5828,20240818,2,3,Cheaper_5_10pct,Match_90pct+,140,15,125,11,0.82,0.63,27916.81
5829,20240818,2,3,Match_5pct,Low_0_50pct,387,89,298,23,68.23,0.67,152140.67
5830,20240818,2,3,Match_5pct,Medium_50_75pct,147,47,100,32,-69.72,0.94,76761.59
5831,20240818,2,3,Match_5pct,High_75_90pct,66,26,40,40,0.41,0.72,46791.97
5832,20240818,2,3,Match_5pct,Match_90pct+,448,353,95,79,-88.2,0.6,350335.25
5833,20240818,2,3,Expensive_5_10pct,Low_0_50pct,429,124,305,29,-31.28,0.83,240880.6
5834,20240818,2,3,Expensive_5_10pct,Medium_50_75pct,151,16,135,11,12.78,0.52,18640.27
5835,20240818,2,3,Expensive_5_10pct,High_75_90pct,453,271,182,60,52.16,0.89,229923.04
5836,20240818,2,3,Expensive_5_10pct,Match_90pct+,315,163,152,52,1.95,0.9,125334.42
5837,20240818,2,3,Expensive_10pct+,Low_0_50pct,294,35,259,12,77.33,0.7,42965.42
5838,20240818,2,3,Expensive_10pct+,Medium_50_75pct,481,216,265,45,-73.78,0.61,222112.14
5839,20240818,2,3,Expensive_10pct+,High_75_90pct,428,312,116,73,23.56,0.71,421476.63
5840,20240818,2,3,Expensive_10pct+,Match_90pct+,354,240,114,68,7.92,0.72,141054.04
5841,20240818,2,4,Cheaper_10pct+,Low_0_50pct,103,26,77,26,-79.31,0.58,33811.48
5842,20240818,2,4,Cheaper_10pct+,Medium_50_75pct,187,22,165,12,45.18,0.89,39705.87
5843,20240818,2,4,Cheaper_10pct+,High_75_90pct,204,124,80,61,-77.49,0.89,72769.76
5844,20240818,2,4,Cheaper_10pct+,Match_90pct+,441,255,186,58,97.24,0.51,470429.7
5845,20240818,2,4,Cheaper_5_10pct,Low_0_50pct,459,174,285,38,-37.35,0.96,87030.25
5846,20240818,2,4,Cheaper_5_10pct,Medium_50_75pct,298,62,236,21,64.07,0.93,109628.07
5847,20240818,2,4,Cheaper_5_10pct,High_75_90pct,84,48,36,58,18.03,0.81,43865.35
5848,20240818,2,4,Cheaper_5_10pct,Match_90pct+,231,108,123,47,32.51,0.99,132275.46
5849,20240818,2,4,Match_5pct,Low_0_50pct,477,338,139,71,-52.73,0.85,283381.29
5850,20240818,2,4,Match_5pct,Medium_50_75pct,329,164,165,50,-26.67,0.91,246652.6
5851,20240818,2,4,Match_5pct,High_75_90pct,390,132,258,34,-20.98,0.58,154703.91
5852,20240818,2,4,Match_5pct,Match_90pct+,160,54,106,34,-37.31,0.75,91766.4
5853,20240818,2,4,Expensive_5_10pct,Low_0_50pct,430,292,138,68,-78.61,0.75,303564.85
5854,20240818,2,4,Expensive_5_10pct,Medium_50_75pct,315,214,101,68,-23.81,0.63,135715.0
5855,20240818,2,4,Expensive_5_10pct,High_75_90pct,128,84,44,66,-35.85,0.54,151255.67
5856,20240818,2,4,Expensive_5_10pct,Match_90pct+,223,176,47,79,48.78,0.59,147190.0
5857,20240818,2,4,Expensive_10pct+,Low_0_50pct,327,232,95,71,62.6,0.9,216591.64
5858,20240818,2,4,Expensive_10pct+,Medium_50_75pct,166,101,65,61,63.74,0.84,117857.2
5859,20240818,2,4,Expensive_10pct+,High_75_90pct,160,120,40,75,83.91,0.51,75720.56
5860,20240818,2,4,Expensive_10pct+,Match_90pct+,366,95,271,26,-16.62,0.99,119902.61
5861,20240818,2,5,Cheaper_10pct+,Low_0_50pct,228,72,156,32,74.61,0.51,77523.86
5862,20240818,2,5,Cheaper_10pct+,Medium_50_75pct,223,100,123,45,-72.54,0.52,57008.93
5863,20240818,2,5,Cheaper_10pct+,High_75_90pct,366,190,176,52,-75.4,0.63,326404.39
5864,20240818,2,5,Cheaper_10pct+,Match_90pct+,342,58,284,17,26.34,0.79,107212.35
5865,20240818,2,5,Cheaper_5_10pct,Low_0_50pct,298,202,96,68,75.65,0.5,334885.16
5866,20240818,2,5,Cheaper_5_10pct,Medium_50_75pct,351,164,187,47,25.94,0.83,297608.59
5867,20240818,2,5,Cheaper_5_10pct,High_75_90pct,249,171,78,69,61.98,0.78,209834.69
5868,20240818,2,5,Cheaper_5_10pct,Match_90pct+,334,253,81,76,-3.47,0.67,381364.89
5869,20240818,2,5,Match_5pct,Low_0_50pct,380,288,92,76,41.43,0.99,470655.55
5870,20240818,2,5,Match_5pct,Medium_50_75pct,466,74,392,16,-80.85,0.9,53970.58
5871,20240818,2,5,Match_5pct,High_75_90pct,415,116,299,28,-18.08,0.57,215652.57
5872,20240818,2,5,Match_5pct,Match_90pct+,374,104,270,28,83.58,0.71,54130.35
5873,20240818,2,5,Expensive_5_10pct,Low_0_50pct,203,28,175,14,-56.31,0.77,47872.26
5874,20240818,2,5,Expensive_5_10pct,Medium_50_75pct,289,63,226,22,15.12,0.77,111806.66
5875,20240818,2,5,Expensive_5_10pct,High_75_90pct,180,57,123,32,3.61,0.55,103070.86
5876,20240818,2,5,Expensive_5_10pct,Match_90pct+,384,157,227,41,-45.49,0.89,260196.82
5877,20240818,2,5,Expensive_10pct+,Low_0_50pct,323,213,110,66,-50.72,0.9,310951.97
5878,20240818,2,5,Expensive_10pct+,Medium_50_75pct,151,105,46,70,-21.05,0.55,98234.71
5879,20240818,2,5,Expensive_10pct+,High_75_90pct,131,70,61,54,-48.63,0.59,82787.51
5880,20240818,2,5,Expensive_10pct+,Match_90pct+,462,212,250,46,-95.38,0.91,154056.82
5881,20240818,3,3,Cheaper_10pct+,Low_0_50pct,221,97,124,44,-66.64,0.61,70940.59
5882,20240818,3,3,Cheaper_10pct+,Medium_50_75pct,431,86,345,20,74.47,0.99,60210.0
5883,20240818,3,3,Cheaper_10pct+,High_75_90pct,166,122,44,74,-14.78,0.52,119092.02
5884,20240818,3,3,Cheaper_10pct+,Match_90pct+,252,45,207,18,67.91,0.94,54191.1
5885,20240818,3,3,Cheaper_5_10pct,Low_0_50pct,485,257,228,53,29.64,0.79,466967.98
5886,20240818,3,3,Cheaper_5_10pct,Medium_50_75pct,354,35,319,10,-47.09,0.57,38709.17
5887,20240818,3,3,Cheaper_5_10pct,High_75_90pct,92,72,20,79,76.42,0.58,119518.34
5888,20240818,3,3,Cheaper_5_10pct,Match_90pct+,118,22,96,19,-65.24,0.69,11187.45
5889,20240818,3,3,Match_5pct,Low_0_50pct,334,36,298,11,-43.33,0.59,42274.61
5890,20240818,3,3,Match_5pct,Medium_50_75pct,413,128,285,31,-81.19,0.78,143675.67
5891,20240818,3,3,Match_5pct,High_75_90pct,166,63,103,38,80.91,0.73,89459.17
5892,20240818,3,3,Match_5pct,Match_90pct+,101,72,29,72,-15.93,0.57,101175.01
5893,20240818,3,3,Expensive_5_10pct,Low_0_50pct,197,116,81,59,17.79,0.57,157852.69
5894,20240818,3,3,Expensive_5_10pct,Medium_50_75pct,291,174,117,60,96.32,0.98,91689.67
5895,20240818,3,3,Expensive_5_10pct,High_75_90pct,114,49,65,43,23.94,0.88,96451.32
5896,20240818,3,3,Expensive_5_10pct,Match_90pct+,389,73,316,19,-88.28,0.74,58015.45
5897,20240818,3,3,Expensive_10pct+,Low_0_50pct,434,273,161,63,-17.23,0.56,303774.47
5898,20240818,3,3,Expensive_10pct+,Medium_50_75pct,60,33,27,55,84.33,0.75,24470.54
5899,20240818,3,3,Expensive_10pct+,High_75_90pct,88,15,73,18,-19.79,0.62,14998.48
5900,20240818,3,3,Expensive_10pct+,Match_90pct+,455,109,346,24,-18.88,0.58,102875.15
5901,20240818,3,4,Cheaper_10pct+,Low_0_50pct,140,50,90,36,-12.73,0.57,90482.31
5902,20240818,3,4,Cheaper_10pct+,Medium_50_75pct,60,7,53,12,27.77,0.84,9681.86
5903,20240818,3,4,Cheaper_10pct+,High_75_90pct,459,247,212,54,97.45,0.97,149462.45
5904,20240818,3,4,Cheaper_10pct+,Match_90pct+,384,272,112,71,-78.17,0.88,536553.74
5905,20240818,3,4,Cheaper_5_10pct,Low_0_50pct,99,31,68,32,8.47,0.63,39000.02
5906,20240818,3,4,Cheaper_5_10pct,Medium_50_75pct,202,82,120,41,25.49,0.57,142371.51
5907,20240818,3,4,Cheaper_5_10pct,High_75_90pct,384,188,196,49,7.64,0.71,181461.57
5908,20240818,3,4,Cheaper_5_10pct,Match_90pct+,194,75,119,39,22.41,0.88,145648.82
5909,20240818,3,4,Match_5pct,Low_0_50pct,494,385,109,78,-75.81,0.5,295435.93
5910,20240818,3,4,Match_5pct,Medium_50_75pct,60,9,51,16,32.33,0.8,12245.61
5911,20240818,3,4,Match_5pct,High_75_90pct,479,340,139,71,27.79,0.83,510870.73
5912,20240818,3,4,Match_5pct,Match_90pct+,128,14,114,11,25.79,0.77,16400.53
5913,20240818,3,4,Expensive_5_10pct,Low_0_50pct,243,179,64,74,33.23,0.64,146595.18
5914,20240818,3,4,Expensive_5_10pct,Medium_50_75pct,50,16,34,33,2.8,0.89,17725.97
5915,20240818,3,4,Expensive_5_10pct,High_75_90pct,349,265,84,76,-21.92,0.9,345524.88
5916,20240818,3,4,Expensive_5_10pct,Match_90pct+,250,97,153,39,36.73,0.98,68321.15
5917,20240818,3,4,Expensive_10pct+,Low_0_50pct,105,47,58,45,99.13,0.9,24498.78
5918,20240818,3,4,Expensive_10pct+,Medium_50_75pct,361,231,130,64,33.98,0.52,188466.76
5919,20240818,3,4,Expensive_10pct+,High_75_90pct,79,12,67,16,-30.41,0.91,7956.97
5920,20240818,3,4,Expensive_10pct+,Match_90pct+,235,150,85,64,73.0,0.64,163686.88
5921,20240818,3,5,Cheaper_10pct+,Low_0_50pct,286,31,255,11,-44.69,0.5,35396.93
5922,20240818,3,5,Cheaper_10pct+,Medium_50_75pct,209,140,69,67,47.04,0.84,273303.26
5923,20240818,3,5,Cheaper_10pct+,High_75_90pct,263,197,66,75,70.87,0.65,391905.47
5924,20240818,3,5,Cheaper_10pct+,Match_90pct+,119,82,37,69,-61.93,0.56,83061.56
5925,20240818,3,5,Cheaper_5_10pct,Low_0_50pct,158,34,124,22,67.05,0.5,29812.9
5926,20240818,3,5,Cheaper_5_10pct,Medium_50_75pct,445,324,121,73,91.94,0.96,258710.28
5927,20240818,3,5,Cheaper_5_10pct,High_75_90pct,345,251,94,73,53.36,0.73,129388.34
5928,20240818,3,5,Cheaper_5_10pct,Match_90pct+,217,69,148,32,-94.22,0.82,55017.8
5929,20240818,3,5,Match_5pct,Low_0_50pct,271,94,177,35,74.47,0.68,132599.59
5930,20240818,3,5,Match_5pct,Medium_50_75pct,72,18,54,26,-32.17,0.69,15428.87
5931,20240818,3,5,Match_5pct,High_75_90pct,459,330,129,72,-60.71,0.94,579221.4
5932,20240818,3,5,Match_5pct,Match_90pct+,420,273,147,65,-93.1,0.88,465760.42
5933,20240818,3,5,Expensive_5_10pct,Low_0_50pct,379,261,118,69,20.4,0.99,421837.54
5934,20240818,3,5,Expensive_5_10pct,Medium_50_75pct,249,104,145,42,21.52,0.64,104093.93
5935,20240818,3,5,Expensive_5_10pct,High_75_90pct,274,183,91,67,-28.54,0.64,282225.84
5936,20240818,3,5,Expensive_5_10pct,Match_90pct+,299,188,111,63,89.27,0.79,294405.12
5937,20240818,3,5,Expensive_10pct+,Low_0_50pct,442,265,177,60,70.37,0.93,348896.43
5938,20240818,3,5,Expensive_10pct+,Medium_50_75pct,87,16,71,19,97.47,0.96,8746.21
5939,20240818,3,5,Expensive_10pct+,High_75_90pct,471,230,241,49,32.85,0.87,131431.55
5940,20240818,3,5,Expensive_10pct+,Match_90pct+,402,148,254,37,14.75,0.73,121405.59
5941,20240825,1,3,Cheaper_10pct+,Low_0_50pct,335,73,262,22,-29.54,0.86,49586.84
5942,20240825,1,3,Cheaper_10pct+,Medium_50_75pct,209,110,99,53,76.21,0.87,57032.8
5943,20240825,1,3,Cheaper_10pct+,High_75_90pct,392,90,302,23,-26.53,0.69,64429.54
5944,20240825,1,3,Cheaper_10pct+,Match_90pct+,407,73,334,18,84.61,0.79,113192.79
5945,20240825,1,3,Cheaper_5_10pct,Low_0_50pct,63,42,21,67,63.69,0.96,29025.75
5946,20240825,1,3,Cheaper_5_10pct,Medium_50_75pct,143,52,91,37,29.59,0.7,77063.61
5947,20240825,1,3,Cheaper_5_10pct,High_75_90pct,294,147,147,50,-72.78,0.7,168246.01
5948,20240825,1,3,Cheaper_5_10pct,Match_90pct+,261,65,196,25,6.09,0.85,60206.13
5949,20240825,1,3,Match_5pct,Low_0_50pct,443,270,173,61,-11.77,0.77,324904.01
5950,20240825,1,3,Match_5pct,Medium_50_75pct,425,263,162,62,67.47,0.76,179978.46
5951,20240825,1,3,Match_5pct,High_75_90pct,130,44,86,34,-21.62,0.68,67487.31
5952,20240825,1,3,Match_5pct,Match_90pct+,490,205,285,42,-24.71,0.6,315063.83
5953,20240825,1,3,Expensive_5_10pct,Low_0_50pct,233,179,54,77,-18.38,0.79,286706.05
5954,20240825,1,3,Expensive_5_10pct,Medium_50_75pct,284,73,211,26,67.91,0.58,122042.58
5955,20240825,1,3,Expensive_5_10pct,High_75_90pct,246,41,205,17,62.22,0.77,39922.5
5956,20240825,1,3,Expensive_5_10pct,Match_90pct+,239,181,58,76,85.57,0.77,302291.69
5957,20240825,1,3,Expensive_10pct+,Low_0_50pct,348,194,154,56,-49.7,0.79,148617.49
5958,20240825,1,3,Expensive_10pct+,Medium_50_75pct,261,83,178,32,92.05,0.54,67956.92
5959,20240825,1,3,Expensive_10pct+,High_75_90pct,370,122,248,33,89.01,0.54,174307.25
5960,20240825,1,3,Expensive_10pct+,Match_90pct+,80,32,48,40,49.46,0.98,52714.84
5961,20240825,1,4,Cheaper_10pct+,Low_0_50pct,189,18,171,10,63.81,1.0,27234.59
5962,20240825,1,4,Cheaper_10pct+,Medium_50_75pct,482,250,232,52,72.47,0.59,199242.85
5963,20240825,1,4,Cheaper_10pct+,High_75_90pct,390,62,328,16,69.36,0.79,97098.3
5964,20240825,1,4,Cheaper_10pct+,Match_90pct+,82,20,62,25,-66.19,0.51,31377.64
5965,20240825,1,4,Cheaper_5_10pct,Low_0_50pct,173,64,109,37,95.96,0.66,105907.83
5966,20240825,1,4,Cheaper_5_10pct,Medium_50_75pct,389,62,327,16,-84.57,0.61,120057.77
5967,20240825,1,4,Cheaper_5_10pct,High_75_90pct,477,314,163,66,93.13,0.94,427682.66
5968,20240825,1,4,Cheaper_5_10pct,Match_90pct+,341,180,161,53,-13.65,0.98,157607.25
5969,20240825,1,4,Match_5pct,Low_0_50pct,398,43,355,11,12.16,0.8,65418.96
5970,20240825,1,4,Match_5pct,Medium_50_75pct,271,157,114,58,-74.71,0.54,134123.13
5971,20240825,1,4,Match_5pct,High_75_90pct,294,44,250,15,-15.52,0.84,61529.2
5972,20240825,1,4,Match_5pct,Match_90pct+,136,57,79,42,11.83,0.69,107095.29
5973,20240825,1,4,Expensive_5_10pct,Low_0_50pct,303,133,170,44,-12.71,0.63,197615.54
5974,20240825,1,4,Expensive_5_10pct,Medium_50_75pct,234,30,204,13,-53.83,0.61,56337.03
5975,20240825,1,4,Expensive_5_10pct,High_75_90pct,330,204,126,62,-22.28,0.88,212735.42
5976,20240825,1,4,Expensive_5_10pct,Match_90pct+,389,108,281,28,-28.24,0.93,209693.53
5977,20240825,1,4,Expensive_10pct+,Low_0_50pct,381,243,138,64,-36.58,0.86,232145.84
5978,20240825,1,4,Expensive_10pct+,Medium_50_75pct,201,36,165,18,58.51,0.64,56779.35
5979,20240825,1,4,Expensive_10pct+,High_75_90pct,440,347,93,79,82.69,0.75,250105.18
5980,20240825,1,4,Expensive_10pct+,Match_90pct+,436,265,171,61,-26.8,0.66,153445.51
5981,20240825,1,5,Cheaper_10pct+,Low_0_50pct,423,190,233,45,73.62,0.88,194246.04
5982,20240825,1,5,Cheaper_10pct+,Medium_50_75pct,350,91,259,26,21.08,0.76,163709.32
5983,20240825,1,5,Cheaper_10pct+,High_75_90pct,168,23,145,14,-88.68,0.55,26802.45
5984,20240825,1,5,Cheaper_10pct+,Match_90pct+,264,89,175,34,18.4,0.72,61335.7
5985,20240825,1,5,Cheaper_5_10pct,Low_0_50pct,362,166,196,46,24.27,0.83,92606.42
5986,20240825,1,5,Cheaper_5_10pct,Medium_50_75pct,289,144,145,50,92.32,0.84,137764.11
5987,20240825,1,5,Cheaper_5_10pct,High_75_90pct,87,36,51,42,78.18,0.9,42652.94
5988,20240825,1,5,Cheaper_5_10pct,Match_90pct+,413,140,273,34,-95.82,0.97,165723.29
5989,20240825,1,5,Match_5pct,Low_0_50pct,455,354,101,78,-90.89,0.94,647407.67
5990,20240825,1,5,Match_5pct,Medium_50_75pct,201,154,47,77,-79.77,0.83,201967.75
5991,20240825,1,5,Match_5pct,High_75_90pct,200,158,42,79,-4.97,0.61,115356.03
5992,20240825,1,5,Match_5pct,Match_90pct+,216,82,134,38,-17.97,0.65,116769.72
5993,20240825,1,5,Expensive_5_10pct,Low_0_50pct,124,99,25,80,-25.14,0.52,133459.93
5994,20240825,1,5,Expensive_5_10pct,Medium_50_75pct,218,74,144,34,-22.16,0.65,79343.92
5995,20240825,1,5,Expensive_5_10pct,High_75_90pct,370,225,145,61,-33.63,0.64,174859.76
5996,20240825,1,5,Expensive_5_10pct,Match_90pct+,427,166,261,39,8.58,0.79,127656.19
5997,20240825,1,5,Expensive_10pct+,Low_0_50pct,415,228,187,55,-1.52,0.5,367744.71
5998,20240825,1,5,Expensive_10pct+,Medium_50_75pct,257,74,183,29,-4.65,0.69,122371.11
5999,20240825,1,5,Expensive_10pct+,High_75_90pct,453,289,164,64,-52.94,0.76,302552.71
6000,20240825,1,5,Expensive_10pct+,Match_90pct+,472,231,241,49,-34.45,0.88,459855.77
6001,20240825,2,3,Cheaper_10pct+,Low_0_50pct,367,183,184,50,-53.12,0.8,245805.44
6002,20240825,2,3,Cheaper_10pct+,Medium_50_75pct,296,32,264,11,-8.14,0.91,49006.33
6003,20240825,2,3,Cheaper_10pct+,High_75_90pct,495,282,213,57,-29.33,0.79,213324.35
6004,20240825,2,3,Cheaper_10pct+,Match_90pct+,56,44,12,79,97.3,0.72,36110.06
6005,20240825,2,3,Cheaper_5_10pct,Low_0_50pct,270,197,73,73,-60.36,0.75,127190.55
6006,20240825,2,3,Cheaper_5_10pct,Medium_50_75pct,409,122,287,30,-36.19,0.82,75434.65
6007,20240825,2,3,Cheaper_5_10pct,High_75_90pct,194,91,103,47,47.16,0.6,126329.72
6008,20240825,2,3,Cheaper_5_10pct,Match_90pct+,149,101,48,68,91.74,0.97,186615.92
6009,20240825,2,3,Match_5pct,Low_0_50pct,387,38,349,10,17.85,0.6,73572.56
6010,20240825,2,3,Match_5pct,Medium_50_75pct,171,44,127,26,97.56,0.74,32910.71
6011,20240825,2,3,Match_5pct,High_75_90pct,214,160,54,75,-76.42,0.78,310073.79
6012,20240825,2,3,Match_5pct,Match_90pct+,326,247,79,76,-64.64,0.54,401976.01
6013,20240825,2,3,Expensive_5_10pct,Low_0_50pct,446,124,322,28,-21.06,0.76,183672.52
6014,20240825,2,3,Expensive_5_10pct,Medium_50_75pct,475,318,157,67,38.82,0.66,635257.72
6015,20240825,2,3,Expensive_5_10pct,High_75_90pct,347,270,77,78,19.24,0.54,189763.22
6016,20240825,2,3,Expensive_5_10pct,Match_90pct+,354,198,156,56,70.83,0.58,102742.71
