Booking_ID,Hotel_ID,Customer_Persona_ID,Room_Type_ID,Booking_Date_ID,CheckIn_Date_ID,CheckOut_Date_ID,Booking_Amount_SAR,Commission_Rate_Pct,Commission_Amount_SAR,Payment_Method,Payment_Status,Cancellation_Flag,Cancellation_Date_ID,Cancellation_Reason,Length_Of_Stay_Nights,Number_Of_Guests,Repeat_Customer_Flag,Source_Channel_ID,Loyalty_Member_Flag,Loyalty_Discount_Applied_Pct,Lead_Time_Days
11393,1022,1,107,20240221,20240314,20240316,741.4,21.793096574211457,161.57,Mada,Completed,0,,,2,4,1,3,0,,22
11394,1034,4,102,20240229,20240318,20240320,741.4,19.207192696362704,142.4,Installments,Completed,0,,,2,1,0,2,0,10.83,18
11395,1008,7,103,20240303,20240316,20240318,3375.0,18.695938848698717,630.99,Mada,Completed,0,,,2,2,0,4,0,,13
11396,1062,2,103,20240223,20240313,20240316,1560.0,16.509376782014616,257.55,CreditCard,Completed,0,,,3,1,0,3,0,,19
11397,1073,2,103,20240222,20240314,20240319,1800.0,23.47334531364316,422.52,CreditCard,Completed,0,,,5,4,1,4,0,,21
11398,1016,3,103,20240307,20240319,20240321,741.4,20.861363867815967,154.67,Mada,Completed,0,,,2,2,1,4,0,,12
11399,1032,8,107,20240304,20240313,20240316,4050.0,15.442387194985384,625.42,Installments,Completed,0,,,3,2,0,2,0,,9
11400,1063,4,102,20240306,20240319,20240321,4800.0,22.39735075097988,1075.07,Mada,Completed,0,,,2,1,0,3,0,,13
11401,1012,4,105,20240307,20240314,20240316,2475.0,21.178673103712804,524.17,Installments,Completed,0,,,2,3,1,3,0,,7
11402,1040,2,103,20240101,20240313,20240318,1011.0,23.87763921047727,241.4,CreditCard,Completed,0,,,5,3,0,2,0,,72
11403,1051,8,108,20240101,20240315,20240320,2925.0,22.436545792033858,656.27,Installments,Completed,0,,,5,1,0,2,1,,74
11404,1055,5,101,20240111,20240315,20240319,3375.0,17.634045884908268,595.15,CreditCard,Completed,0,,,4,4,0,4,0,,64
11405,1028,4,102,20240101,20240316,20240321,1213.2,19.797658340530827,240.19,Mada,Completed,0,,,5,4,1,2,0,,75
11406,1057,4,101,20240302,20240318,20240321,876.2,20.090439572446257,176.03,CreditCard,Completed,0,,,3,1,1,3,0,,16
11407,1030,6,102,20240308,20240319,20240322,1348.0,18.00085902888106,242.65,Installments,Completed,0,,,3,3,0,4,0,9.67,11
11408,1038,2,106,20240205,20240315,20240318,1320.0,22.09018984843851,291.59,Installments,Completed,0,,,3,3,0,1,0,,39
11409,1009,3,102,20240122,20240316,20240321,1200.0,18.366701082373254,220.4,Installments,Completed,0,,,5,4,0,1,0,,54
11410,1039,5,104,20240120,20240314,20240319,1320.0,18.866039715636557,249.03,Installments,Completed,0,,,5,4,1,2,0,,54
11411,1052,1,103,20240213,20240317,20240320,4800.0,24.710934326148212,1186.12,Mada,Completed,0,,,3,3,0,1,0,,33
11412,1024,2,107,20240304,20240318,20240320,2696.0,19.156161202275126,516.45,Mada,Completed,0,,,2,1,1,3,0,,14
11413,1005,4,105,20240117,20240314,20240318,1348.0,16.336395120624406,220.21,Installments,Completed,0,,,4,1,1,2,0,,57
11414,1063,2,106,20240129,20240316,20240319,1200.0,15.937873458441569,191.25,CreditCard,Completed,0,,,3,3,0,1,1,6.64,47
11415,1045,6,107,20240227,20240319,20240322,741.4,18.040454525609775,133.75,Mada,Completed,0,,,3,4,0,1,0,12.52,21
11416,1009,6,106,20240302,20240314,20240316,4050.0,22.350641034885935,905.2,Installments,Completed,0,,,2,2,0,4,0,,12
11417,1006,6,101,20240111,20240315,20240320,2696.0,24.272940371805056,654.4,CreditCard,Completed,0,,,5,3,1,2,0,,64
11418,1037,3,103,20240121,20240319,20240323,3375.0,23.750048320690283,801.56,Installments,Completed,0,,,4,2,0,3,0,7.33,58
11419,1036,4,103,20240101,20240315,20240319,1560.0,18.737913644808362,292.31,Mada,Completed,0,,,4,3,0,4,0,,74
11420,1009,5,104,20240226,20240314,20240316,674.0,17.895132304278313,120.61,Mada,Completed,0,,,2,4,0,2,1,,17
11421,1007,4,102,20240226,20240317,20240319,876.2,22.23086660330819,194.79,Mada,Completed,0,,,2,1,1,1,1,,20
11422,1014,7,106,20240302,20240314,20240316,741.4,22.984318103529763,170.41,Mada,Completed,1,20240304.0,Change of Plans,2,3,0,1,0,,12
11423,1055,2,106,20240304,20240314,20240316,9000.0,17.443911204077132,1569.95,Mada,Completed,0,,,2,2,1,1,1,6.85,10
11424,1043,2,102,20240308,20240319,20240321,4050.0,24.099536142898693,976.03,Mada,Completed,1,20240311.0,Change of Plans,2,1,0,4,1,,11
11425,1073,7,104,20240221,20240316,20240320,674.0,15.954484789304727,107.53,CreditCard,Completed,0,,,4,2,1,2,1,8.2,24
11426,1023,2,101,20240313,20240315,20240318,1213.2,18.777807216334203,227.81,CreditCard,Completed,0,,,3,2,1,3,1,,2
11427,1023,2,104,20240131,20240315,20240318,2400.0,20.17023148975018,484.09,CreditCard,Completed,0,,,3,3,1,4,0,,44
11428,1024,8,107,20240304,20240316,20240319,1800.0,17.984010336735476,323.71,CreditCard,Completed,0,,,3,4,0,3,1,13.1,12
11429,1056,4,105,20240303,20240315,20240317,1320.0,21.251023777195122,280.51,Installments,Completed,0,,,2,3,1,4,0,,12
11430,1023,2,105,20240122,20240316,20240321,960.0,18.709263117169897,179.61,Mada,Completed,0,,,5,4,0,3,0,,54
11431,1054,6,104,20240302,20240318,20240320,1800.0,16.052263845995146,288.94,CreditCard,Completed,0,,,2,3,1,4,0,,16
11432,1041,7,103,20240304,20240317,20240319,9000.0,18.38063867452579,1654.26,Installments,Completed,0,,,2,3,0,2,1,,13
11433,1020,8,107,20240303,20240317,20240319,1560.0,18.38754761776485,286.85,CreditCard,Completed,0,,,2,2,1,2,0,10.49,14
11434,1074,3,105,20240309,20240315,20240317,539.2,22.847922526394434,123.2,Installments,Completed,0,,,2,2,0,1,0,,6
11435,1065,4,108,20240223,20240319,20240322,876.2,18.936514250705926,165.92,CreditCard,Completed,0,,,3,1,0,2,0,,25
11436,1022,8,101,20240308,20240319,20240322,876.2,17.738696823738923,155.43,Installments,Completed,0,,,3,4,0,2,1,,11
11437,1026,3,106,20240203,20240317,20240321,3375.0,22.82997226515866,770.51,Installments,Completed,0,,,4,2,0,2,0,,43
11438,1052,5,101,20240221,20240320,20240322,2696.0,20.978479169971106,565.58,CreditCard,Completed,0,,,2,3,0,1,0,11.42,28
11439,1038,1,107,20240305,20240319,20240321,2475.0,15.884311841459711,393.14,Installments,Completed,0,,,2,2,1,2,0,14.56,14
11440,1045,4,105,20240101,20240315,20240320,2250.0,16.13588574538768,363.06,Installments,Completed,0,,,5,1,1,2,1,9.76,74
11441,1062,2,105,20240304,20240320,20240322,9000.0,24.569974592749112,2211.3,CreditCard,Completed,0,,,2,3,1,1,0,,16
11442,1028,2,102,20240306,20240318,20240321,876.2,24.939755145538257,218.52,Mada,Failed,0,,,3,3,0,1,0,8.12,12
11443,1020,7,101,20240224,20240314,20240317,1800.0,23.532157943918836,423.58,Installments,Completed,0,,,3,1,1,2,1,,19
11444,1065,3,101,20240306,20240316,20240319,4050.0,18.02363414716104,729.96,CreditCard,Completed,0,,,3,1,0,4,0,,10
11445,1013,8,102,20240308,20240320,20240323,539.2,15.587606808531095,84.05,Installments,Completed,0,,,3,4,1,2,0,11.82,12
11446,1039,2,105,20240307,20240315,20240317,1200.0,16.615719718534457,199.39,CreditCard,Completed,0,,,2,4,0,3,0,,8
11447,1028,7,105,20240129,20240320,20240325,1320.0,23.49133160040352,310.09,Mada,Completed,0,,,5,1,1,1,1,,51
11448,1015,5,103,20240115,20240318,20240322,1800.0,16.221142320518002,291.98,CreditCard,Completed,0,,,4,1,1,1,1,14.2,63
11449,1007,2,107,20240208,20240316,20240319,960.0,24.65811756714356,236.72,Installments,Completed,0,,,3,3,1,3,1,,37
11450,1001,2,108,20240128,20240314,20240318,1213.2,17.829957044613273,216.31,Installments,Completed,0,,,4,3,0,3,0,,46
11451,1004,6,107,20240218,20240314,20240317,1560.0,20.908470749140445,326.17,Mada,Completed,0,,,3,4,1,3,0,6.46,25
11452,1012,6,107,20240211,20240317,20240320,2400.0,18.897162780479142,453.53,Mada,Completed,0,,,3,4,0,4,1,7.94,35
11453,1029,7,103,20240123,20240314,20240318,539.2,20.09244022133067,108.34,Mada,Completed,0,,,4,4,0,1,0,11.38,51
11454,1070,2,108,20240226,20240317,20240319,2250.0,21.723158156271527,488.77,CreditCard,Completed,0,,,2,1,0,2,1,,20
11455,1021,3,103,20240101,20240316,20240321,2696.0,16.428252425209745,442.91,Mada,Failed,0,,,5,3,0,2,0,,75
11456,1001,5,108,20240308,20240314,20240318,1560.0,15.390137264601133,240.09,Installments,Completed,0,,,4,2,1,1,0,,6
11457,1004,8,103,20240227,20240320,20240322,4800.0,18.186844212351893,872.97,CreditCard,Completed,0,,,2,2,0,1,0,,22
11458,1047,4,101,20240103,20240320,20240325,1200.0,20.98794957691214,251.86,CreditCard,Completed,0,,,5,1,0,1,0,7.88,77
11459,1039,2,105,20240224,20240316,20240318,1213.2,23.715870213438144,287.72,Mada,Completed,0,,,2,4,0,3,0,,21
11460,1011,6,108,20240301,20240316,20240318,9000.0,15.225728182906352,1370.32,Installments,Completed,0,,,2,1,0,2,0,,15
11461,1019,8,105,20240119,20240320,20240325,2696.0,23.239073951591052,626.53,CreditCard,Completed,0,,,5,4,0,1,0,,61
11462,1064,1,107,20240310,20240317,20240319,1800.0,21.978727412831475,395.62,Installments,Completed,1,20240311.0,Schedule Conflict,2,1,0,3,0,,7
11463,1049,4,104,20240308,20240315,20240317,674.0,18.88507301595505,127.29,Mada,Completed,0,,,2,3,0,1,1,,7
11464,1012,4,101,20240312,20240318,20240321,539.2,21.63882147968849,116.68,Installments,Completed,1,20240314.0,Change of Plans,3,4,0,2,0,,6
11465,1039,1,105,20240212,20240317,20240321,1320.0,23.596812703415598,311.48,Installments,Completed,0,,,4,2,0,2,1,,34
11466,1011,6,104,20240302,20240317,20240319,2400.0,18.078142114774206,433.88,Mada,Completed,0,,,2,3,0,3,0,,15
11467,1023,6,108,20240225,20240318,20240320,960.0,15.149463054698074,145.43,CreditCard,Completed,0,,,2,2,1,2,0,,22
11468,1024,3,107,20240121,20240317,20240321,876.2,18.221585127713972,159.66,CreditCard,Completed,0,,,4,1,0,2,0,,56
11469,1021,3,103,20240219,20240318,20240323,741.4,17.954907860702164,133.12,CreditCard,Completed,0,,,5,4,0,2,0,,28
11470,1023,1,107,20240218,20240319,20240322,960.0,21.041236088418668,202.0,CreditCard,Completed,0,,,3,3,0,2,1,6.57,30
11471,1069,4,104,20240228,20240317,20240319,1200.0,16.849465530456882,202.19,CreditCard,Completed,1,20240308.0,Change of Plans,2,2,0,4,1,5.58,18
11472,1075,3,106,20240308,20240316,20240318,4050.0,19.30286914851144,781.77,Mada,Completed,0,,,2,3,0,1,0,,8
11473,1058,6,104,20240202,20240315,20240319,4500.0,17.26904496554065,777.11,CreditCard,Completed,0,,,4,1,0,4,0,,42
11474,1043,4,108,20240114,20240317,20240322,1800.0,19.41092146440721,349.4,CreditCard,Completed,0,,,5,1,0,3,1,,63
11475,1058,6,101,20240207,20240315,20240320,960.0,24.69196464275719,237.04,Mada,Completed,0,,,5,4,0,4,1,10.75,37
11476,1042,1,103,20240101,20240321,20240326,1200.0,19.067794580920104,228.81,CreditCard,Completed,0,,,5,1,1,4,1,,80
11477,1055,8,102,20240310,20240320,20240323,1213.2,17.460744391045218,211.83,Installments,Completed,0,,,3,2,1,2,0,,10
11478,1066,2,105,20240120,20240320,20240324,960.0,17.206702374787245,165.18,CreditCard,Completed,0,,,4,2,1,1,0,13.3,60
11479,1069,2,104,20240303,20240319,20240322,4500.0,23.73701469922734,1068.17,CreditCard,Completed,0,,,3,3,0,4,0,14.71,16
11480,1063,6,102,20240208,20240315,20240319,9000.0,23.014473742470983,2071.3,Mada,Completed,0,,,4,2,1,1,0,,36
11481,1050,3,107,20240301,20240321,20240323,2400.0,22.00329344182985,528.08,Mada,Completed,0,,,2,2,0,3,1,6.83,20
11482,1045,7,106,20240207,20240317,20240321,2696.0,19.890089478357304,536.24,Mada,Completed,0,,,4,4,1,4,0,,39
11483,1036,1,105,20240212,20240316,20240319,3375.0,22.081577954263103,745.25,Mada,Completed,0,,,3,3,1,4,0,,33
11484,1050,1,107,20240309,20240317,20240319,4050.0,23.58748272879847,955.29,CreditCard,Completed,0,,,2,4,0,2,0,8.2,8
11485,1057,3,102,20240303,20240319,20240321,9000.0,17.574006295562896,1581.66,CreditCard,Completed,0,,,2,3,0,3,0,12.87,16
11486,1060,8,108,20240109,20240318,20240322,2250.0,17.868744947814033,402.05,CreditCard,Completed,0,,,4,3,0,1,0,11.5,69
11487,1038,5,106,20240310,20240315,20240318,2400.0,22.74171264790114,545.8,CreditCard,Completed,1,20240312.0,Schedule Conflict,3,4,0,4,1,11.3,5
11488,1067,1,105,20240312,20240321,20240324,4800.0,15.043442928256374,722.09,Installments,Completed,1,20240314.0,Change of Plans,3,2,1,3,0,,9
11489,1028,3,107,20240311,20240317,20240320,1320.0,21.756950883288475,287.19,Mada,Completed,0,,,3,1,0,4,1,,6
11490,1037,7,105,20240102,20240320,20240324,2400.0,15.240268376640323,365.77,Installments,Completed,0,,,4,1,1,2,1,,78
11491,1028,1,102,20240201,20240320,20240325,1200.0,23.248701665780235,278.98,CreditCard,Completed,0,,,5,3,1,4,0,,48
11492,1007,1,105,20240222,20240320,20240322,674.0,17.858412508314913,120.37,CreditCard,Completed,0,,,2,1,1,4,0,,27
11493,1043,8,105,20240229,20240322,20240325,876.2,17.744404637444884,155.48,Mada,Completed,0,,,3,1,1,1,1,,22
11494,1037,5,101,20240302,20240319,20240321,1560.0,19.870582658111672,309.98,CreditCard,Completed,0,,,2,1,1,4,0,,17
11495,1068,2,102,20240303,20240320,20240322,9000.0,19.837328396866226,1785.36,Mada,Completed,0,,,2,4,0,4,1,,17
11496,1050,4,104,20240305,20240322,20240325,2160.0,20.791424791205166,449.09,CreditCard,Completed,0,,,3,4,0,3,0,,17
11497,1025,6,107,20240202,20240318,20240321,2160.0,21.436238180035243,463.02,Mada,Completed,0,,,3,2,0,2,0,7.47,45
11498,1021,8,106,20240217,20240318,20240321,960.0,21.59458154007988,207.31,Installments,Completed,0,,,3,3,0,3,0,,30
11499,1027,6,104,20240308,20240320,20240323,2696.0,15.064600717397399,406.14,CreditCard,Completed,0,,,3,4,1,4,0,,12
11500,1041,3,106,20240217,20240318,20240321,1213.2,23.110061268408025,280.37,CreditCard,Completed,0,,,3,3,0,4,1,13.04,30
11501,1025,1,108,20240309,20240322,20240325,741.4,16.250616452545007,120.48,CreditCard,Completed,0,,,3,2,0,4,0,,13
11502,1065,8,107,20240201,20240316,20240321,2400.0,18.19039420249102,436.57,CreditCard,Failed,0,,,5,1,1,1,1,6.42,44
11503,1025,1,106,20240218,20240317,20240321,1800.0,19.888598189995164,357.99,Installments,Completed,0,,,4,4,0,1,0,,28
11504,1075,7,106,20240309,20240316,20240318,2475.0,16.083364291205868,398.06,Mada,Completed,0,,,2,4,0,1,0,,7
11505,1031,5,103,20240309,20240320,20240322,1011.0,22.78978685036408,230.4,Installments,Completed,1,20240312.0,Change of Plans,2,3,1,4,0,,11
11506,1012,1,108,20240302,20240317,20240320,2925.0,22.602390517173166,661.12,CreditCard,Completed,0,,,3,3,0,2,0,,15
11507,1015,1,102,20240228,20240319,20240321,1213.2,15.371418650837363,186.49,Mada,Completed,0,,,2,2,0,1,0,8.49,20
11508,1034,4,104,20240213,20240321,20240324,2160.0,20.978733633139306,453.14,Mada,Completed,0,,,3,2,1,1,0,10.7,37
11509,1012,7,107,20240310,20240320,20240323,960.0,17.42465980129683,167.28,Mada,Completed,0,,,3,2,0,1,0,14.95,10
11510,1018,3,105,20240307,20240321,20240324,1800.0,19.232826185589072,346.19,Mada,Completed,0,,,3,3,0,2,0,,14
11511,1001,3,101,20240308,20240318,20240321,674.0,21.892061001105585,147.55,Installments,Completed,0,,,3,1,1,4,0,,10
11512,1044,2,107,20240306,20240320,20240322,4800.0,23.239015127959913,1115.47,Installments,Completed,0,,,2,1,0,2,0,,14
11513,1028,1,101,20240311,20240322,20240324,4800.0,23.118235246305424,1109.68,Installments,Completed,0,,,2,1,0,2,1,,11
11514,1001,4,106,20240311,20240321,20240326,1200.0,16.734901705885477,200.82,Installments,Completed,0,,,5,1,1,2,0,12.4,10
11515,1029,7,107,20240306,20240318,20240320,2475.0,19.171590613178726,474.5,CreditCard,Completed,0,,,2,1,0,1,1,11.35,12
11516,1074,8,101,20240119,20240318,20240323,1320.0,23.941294677362407,316.03,Mada,Completed,0,,,5,2,1,1,1,,59
11517,1032,8,105,20240208,20240321,20240324,539.2,19.971946770688042,107.69,CreditCard,Completed,0,,,3,1,0,2,0,,42
11518,1046,8,107,20240309,20240319,20240322,2250.0,22.574681097900367,507.93,Mada,Completed,0,,,3,1,0,4,0,,10
11519,1031,7,103,20240305,20240319,20240322,2160.0,15.245747945292411,329.31,Mada,Completed,0,,,3,2,0,2,0,,14
11520,1025,6,103,20240225,20240320,20240322,960.0,15.856252755940135,152.22,CreditCard,Completed,0,,,2,1,0,2,0,,24
11521,1042,6,108,20240101,20240318,20240323,1320.0,19.80272251850763,261.4,Mada,Completed,0,,,5,2,0,3,0,,77
11522,1010,7,106,20240301,20240317,20240319,3375.0,16.247984526545306,548.37,Mada,Completed,0,,,2,2,0,2,0,,16
11523,1051,2,105,20240306,20240323,20240325,1560.0,20.34383196628666,317.36,Installments,Completed,0,,,2,1,0,3,0,11.03,17
11524,1024,6,108,20240222,20240319,20240323,2475.0,20.611781391149062,510.14,CreditCard,Completed,0,,,4,1,0,2,1,13.77,26
11525,1002,1,107,20240307,20240322,20240324,539.2,23.3561316598627,125.94,Installments,Completed,1,20240308.0,Schedule Conflict,2,3,1,2,1,,15
11526,1027,1,108,20240306,20240321,20240323,674.0,18.844417793165757,127.01,Installments,Completed,0,,,2,2,0,2,0,,15
11527,1034,5,101,20240303,20240318,20240320,2475.0,18.634800407232195,461.21,Installments,Completed,0,,,2,4,0,1,0,,15
11528,1048,8,104,20240101,20240320,20240324,1320.0,17.557121667988575,231.75,Mada,Completed,0,,,4,3,0,2,1,,79
11529,1055,4,105,20240211,20240320,20240324,1800.0,18.539358297547583,333.71,Installments,Completed,0,,,4,3,0,2,0,,38
11530,1021,5,106,20240313,20240322,20240324,1320.0,17.158343153758093,226.49,CreditCard,Completed,0,,,2,4,0,4,1,,9
11531,1021,4,105,20240128,20240318,20240322,1800.0,22.714535206867893,408.86,Mada,Completed,0,,,4,4,0,3,0,5.24,50
11532,1008,7,108,20240311,20240319,20240323,1200.0,20.95880710891399,251.51,CreditCard,Completed,0,,,4,1,1,2,1,,8
11533,1006,8,103,20240221,20240321,20240324,2475.0,19.46836585009668,481.84,Installments,Completed,0,,,3,3,0,1,1,,29
11534,1018,1,105,20240121,20240320,20240325,2160.0,16.09938683765734,347.75,Mada,Completed,1,20240305.0,Schedule Conflict,5,2,0,1,0,,59
11535,1060,4,104,20240130,20240318,20240323,3375.0,22.717786929292984,766.73,Mada,Completed,0,,,5,3,1,1,1,8.53,48
11536,1022,5,103,20240314,20240319,20240321,2160.0,16.846505767473523,363.88,Installments,Completed,0,,,2,4,0,3,1,8.63,5
11537,1025,2,105,20240219,20240321,20240324,4050.0,18.485615945797832,748.67,Installments,Completed,0,,,3,1,0,1,0,,31
11538,1039,8,101,20240201,20240320,20240325,2160.0,18.126644920989786,391.54,Mada,Completed,0,,,5,2,0,1,0,9.42,48
11539,1018,7,103,20240314,20240317,20240319,1213.2,23.304553365381636,282.73,Mada,Completed,0,,,2,1,1,4,1,6.19,3
11540,1021,7,104,20240314,20240320,20240323,674.0,19.238964361773427,129.67,CreditCard,Completed,0,,,3,2,0,3,0,,6
11541,1040,3,103,20240312,20240317,20240320,1200.0,22.12276930584983,265.47,Installments,Completed,0,,,3,4,0,1,0,,5
11542,1030,2,105,20240206,20240319,20240322,2250.0,18.085764683938162,406.93,Installments,Completed,0,,,3,2,1,2,0,,42
11543,1023,8,106,20240214,20240321,20240324,9000.0,16.070669684284663,1446.36,Mada,Completed,0,,,3,4,1,1,1,,36
11544,1037,4,105,20240309,20240322,20240324,3375.0,16.940825052209206,571.75,CreditCard,Completed,0,,,2,3,1,1,0,,13
11545,1075,6,101,20240305,20240322,20240325,1320.0,16.18702334748236,213.67,Mada,Completed,0,,,3,1,0,4,0,,17
11546,1009,7,103,20240302,20240323,20240325,4800.0,23.572330933937707,1131.47,Installments,Completed,0,,,2,1,0,4,1,,21
11547,1071,8,107,20240308,20240317,20240320,539.2,20.672001086167437,111.46,Mada,Completed,1,20240315.0,Change of Plans,3,1,1,4,0,,9
11548,1011,1,101,20240125,20240319,20240323,4800.0,15.564796943537559,747.11,CreditCard,Failed,0,,,4,4,0,2,0,,54
11549,1040,6,107,20240303,20240318,20240320,4050.0,23.804977614826726,964.1,Mada,Completed,0,,,2,1,1,1,1,,15
11550,1053,2,103,20240212,20240319,20240322,2475.0,21.794199894963626,539.41,CreditCard,Completed,0,,,3,1,1,2,0,,36
11551,1010,7,101,20240312,20240318,20240321,1213.2,16.001286897337764,194.13,CreditCard,Completed,0,,,3,2,1,1,1,,6
11552,1031,2,107,20240301,20240319,20240322,674.0,22.709482353193554,153.06,Installments,Completed,0,,,3,4,1,1,1,,18
11553,1062,5,108,20240213,20240323,20240328,539.2,21.0023266086452,113.24,Mada,Completed,0,,,5,1,1,3,1,12.17,39
11554,1002,6,101,20240312,20240321,20240323,1560.0,19.337016064036206,301.66,Installments,Completed,0,,,2,3,1,2,0,,9
11555,1015,5,106,20240124,20240324,20240329,2925.0,21.22215779608722,620.75,Mada,Completed,0,,,5,4,0,2,0,,60
11556,1015,4,108,20240309,20240324,20240326,4500.0,19.535195263310232,879.08,Mada,Completed,0,,,2,1,0,4,0,,15
11557,1046,7,108,20240216,20240322,20240325,1560.0,16.344720105989666,254.98,Installments,Completed,0,,,3,1,1,4,1,10.44,35
11558,1037,5,107,20240315,20240323,20240326,1348.0,22.294386188670238,300.53,CreditCard,Completed,0,,,3,4,0,2,0,7.18,8
11559,1015,5,103,20240101,20240323,20240327,741.4,19.160959555144256,142.06,Installments,Completed,0,,,4,3,1,2,1,,82
11560,1054,6,107,20240311,20240319,20240321,1320.0,15.272131550440111,201.59,Installments,Completed,0,,,2,4,0,4,0,10.51,8
11561,1004,4,107,20240226,20240318,20240321,4800.0,19.86421351752515,953.48,Installments,Completed,0,,,3,1,0,2,0,14.55,21
11562,1022,5,102,20240209,20240323,20240328,1200.0,18.833017746346485,226.0,CreditCard,Completed,0,,,5,1,1,2,0,9.52,43
11563,1021,2,102,20240314,20240322,20240325,1320.0,16.24077204753413,214.38,Mada,Completed,0,,,3,4,0,4,0,,8
11564,1074,1,106,20240113,20240324,20240328,1800.0,20.816352934710714,374.69,CreditCard,Completed,0,,,4,2,1,1,1,,71
11565,1043,2,101,20240308,20240324,20240326,2160.0,20.167837272418243,435.63,Mada,Completed,0,,,2,2,0,3,0,14.93,16
11566,1013,6,108,20240228,20240324,20240327,741.4,24.81069825255007,183.95,CreditCard,Completed,0,,,3,4,1,3,0,14.14,25
11567,1074,3,101,20240115,20240318,20240323,674.0,18.91963865834484,127.52,CreditCard,Completed,0,,,5,1,0,4,0,,63
11568,1050,4,102,20240225,20240318,20240321,2696.0,19.215916985342147,518.06,Mada,Completed,0,,,3,3,1,1,0,11.89,22
11569,1061,6,106,20240315,20240319,20240321,4500.0,21.013765957747186,945.62,Installments,Completed,0,,,2,4,0,2,0,,4
11570,1062,6,106,20240202,20240319,20240324,4800.0,21.03756641090792,1009.8,CreditCard,Completed,0,,,5,3,1,2,0,,46
11571,1033,2,103,20240101,20240323,20240328,960.0,23.980302973054656,230.21,Installments,Completed,0,,,5,1,1,4,1,,82
11572,1013,7,104,20240313,20240320,20240322,1011.0,18.18339029205994,183.83,CreditCard,Completed,0,,,2,1,0,4,0,,7
11573,1006,8,103,20240304,20240324,20240326,1800.0,21.95763518375172,395.24,Installments,Completed,0,,,2,1,0,2,0,,20
11574,1012,8,104,20240311,20240320,20240323,960.0,20.082222749618584,192.79,Mada,Completed,1,20240314.0,Other,3,4,0,1,0,7.94,9
11575,1024,5,102,20240305,20240323,20240325,2400.0,21.504562435422155,516.11,Installments,Completed,0,,,2,2,0,1,0,,18
11576,1031,5,105,20240301,20240323,20240326,2160.0,18.08541148169245,390.64,CreditCard,Completed,1,20240311.0,Schedule Conflict,3,3,1,1,1,13.09,22
11577,1040,2,102,20240315,20240318,20240320,960.0,18.51037283998368,177.7,Installments,Completed,0,,,2,4,0,3,0,11.13,3
11578,1040,2,104,20240106,20240318,20240322,2160.0,16.924055115952875,365.56,Mada,Completed,0,,,4,3,0,2,0,,72
11579,1008,2,101,20240209,20240323,20240328,4500.0,18.85543501824721,848.49,Installments,Completed,0,,,5,4,1,3,1,,43
11580,1023,7,103,20240307,20240318,20240321,741.4,18.822310545379295,139.55,CreditCard,Completed,0,,,3,2,1,4,1,13.35,11
11581,1003,5,103,20240223,20240322,20240325,9000.0,22.834416463523468,2055.1,Mada,Failed,0,,,3,4,0,2,1,13.06,28
11582,1033,7,107,20240213,20240319,20240322,741.4,18.709270142207117,138.71,Installments,Completed,0,,,3,1,0,3,0,7.49,35
11583,1018,4,106,20240309,20240321,20240324,4050.0,18.43525409853634,746.63,CreditCard,Completed,0,,,3,3,1,3,0,,12
11584,1002,7,105,20240312,20240324,20240327,539.2,23.066686012171743,124.38,Mada,Completed,0,,,3,1,0,4,0,9.58,12
11585,1005,8,104,20240222,20240319,20240322,4050.0,17.739687199620473,718.46,Mada,Completed,0,,,3,4,0,4,0,,26
11586,1003,1,107,20240118,20240322,20240326,1560.0,19.575760789236433,305.38,Installments,Completed,0,,,4,3,0,1,1,,64
11587,1068,6,107,20240225,20240325,20240328,1320.0,16.026290307694847,211.55,Mada,Completed,0,,,3,1,0,1,0,,29
11588,1013,3,104,20240310,20240324,20240326,1320.0,21.621863714794156,285.41,Mada,Completed,0,,,2,3,0,4,0,,14
11589,1003,4,108,20240221,20240321,20240325,4050.0,22.815398380827958,924.02,Mada,Completed,0,,,4,2,0,3,0,,29
11590,1061,2,105,20240311,20240319,20240321,4500.0,23.99508664988973,1079.78,CreditCard,Completed,0,,,2,3,1,2,0,,8
11591,1023,7,104,20240316,20240322,20240325,1800.0,20.141622423582998,362.55,Installments,Completed,0,,,3,2,0,4,0,,6
11592,1042,2,101,20240315,20240320,20240322,4050.0,17.20734708152304,696.9,CreditCard,Completed,0,,,2,2,0,4,0,13.07,5
11593,1038,8,108,20240222,20240319,20240322,4050.0,16.47429741222793,667.21,Mada,Completed,0,,,3,4,1,2,0,,26
11594,1055,5,107,20240304,20240320,20240322,1011.0,18.040445870161268,182.39,Installments,Completed,0,,,2,4,0,2,1,,16
11595,1029,4,102,20240315,20240320,20240323,1320.0,21.79627533418528,287.71,Mada,Completed,1,20240316.0,Found Better Price,3,3,0,4,1,,5
11596,1032,8,108,20240310,20240322,20240325,1320.0,20.38182767578674,269.04,Mada,Completed,0,,,3,3,0,3,0,,12
11597,1046,1,104,20240303,20240320,20240322,741.4,22.499045763887153,166.81,Mada,Completed,0,,,2,4,0,3,1,,17
11598,1062,8,106,20240227,20240325,20240327,1320.0,18.546914836802863,244.82,CreditCard,Completed,0,,,2,1,1,4,0,,27
11599,1008,1,107,20240226,20240319,20240322,674.0,20.7097537704636,139.58,Mada,Completed,0,,,3,2,1,3,0,,22
