Date_ID,Calendar_Date,Year,Quarter,Month_Number,Month_Name,Day_Of_Month,Day_Of_Week,Week_Number,Is_Weekend,Is_Holiday,Holiday_Name,Hijri_Date,Hijri_Month_Name,Hijri_Month_Number,Hijri_Year,Is_Ramadan_Period,Is_Hajj_Season,Is_Eid_Period,Season_Type,Event_Flag_Founding_Day,Event_Flag_National_Day
20240725,2024-07-25,2024,3,7,July,25,Thursday,30,0,0,,25/07/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240726,2024-07-26,2024,3,7,July,26,Friday,30,1,0,,26/07/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20240727,2024-07-27,2024,3,7,July,27,Saturday,30,1,0,,27/07/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20240728,2024-07-28,2024,3,7,July,28,Sunday,30,0,0,,28/07/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240729,2024-07-29,2024,3,7,July,29,Monday,31,0,0,,29/07/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240730,2024-07-30,2024,3,7,July,30,Tuesday,31,0,0,,30/07/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240731,2024-07-31,2024,3,7,July,31,Wednesday,31,0,0,,31/07/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240801,2024-08-01,2024,3,8,August,1,Thursday,31,0,0,,01/08/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240802,2024-08-02,2024,3,8,August,2,Friday,31,1,0,,02/08/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20240803,2024-08-03,2024,3,8,August,3,Saturday,31,1,0,,03/08/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20240804,2024-08-04,2024,3,8,August,4,Sunday,31,0,0,,04/08/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240805,2024-08-05,2024,3,8,August,5,Monday,32,0,0,,05/08/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240806,2024-08-06,2024,3,8,August,6,Tuesday,32,0,0,,06/08/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240807,2024-08-07,2024,3,8,August,7,Wednesday,32,0,0,,07/08/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240808,2024-08-08,2024,3,8,August,8,Thursday,32,0,0,,08/08/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240809,2024-08-09,2024,3,8,August,9,Friday,32,1,0,,09/08/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20240810,2024-08-10,2024,3,8,August,10,Saturday,32,1,0,,10/08/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20240811,2024-08-11,2024,3,8,August,11,Sunday,32,0,0,,11/08/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240812,2024-08-12,2024,3,8,August,12,Monday,33,0,0,,12/08/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240813,2024-08-13,2024,3,8,August,13,Tuesday,33,0,0,,13/08/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240814,2024-08-14,2024,3,8,August,14,Wednesday,33,0,0,,14/08/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240815,2024-08-15,2024,3,8,August,15,Thursday,33,0,0,,15/08/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240816,2024-08-16,2024,3,8,August,16,Friday,33,1,0,,16/08/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20240817,2024-08-17,2024,3,8,August,17,Saturday,33,1,0,,17/08/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20240818,2024-08-18,2024,3,8,August,18,Sunday,33,0,0,,18/08/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240819,2024-08-19,2024,3,8,August,19,Monday,34,0,0,,19/08/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240820,2024-08-20,2024,3,8,August,20,Tuesday,34,0,0,,20/08/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240821,2024-08-21,2024,3,8,August,21,Wednesday,34,0,0,,21/08/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240822,2024-08-22,2024,3,8,August,22,Thursday,34,0,0,,22/08/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240823,2024-08-23,2024,3,8,August,23,Friday,34,1,0,,23/08/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20240824,2024-08-24,2024,3,8,August,24,Saturday,34,1,0,,24/08/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20240825,2024-08-25,2024,3,8,August,25,Sunday,34,0,0,,25/08/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240826,2024-08-26,2024,3,8,August,26,Monday,35,0,0,,26/08/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240827,2024-08-27,2024,3,8,August,27,Tuesday,35,0,0,,27/08/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240828,2024-08-28,2024,3,8,August,28,Wednesday,35,0,0,,28/08/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240829,2024-08-29,2024,3,8,August,29,Thursday,35,0,0,,29/08/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240830,2024-08-30,2024,3,8,August,30,Friday,35,1,0,,30/08/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20240831,2024-08-31,2024,3,8,August,31,Saturday,35,1,0,,31/08/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20240901,2024-09-01,2024,3,9,September,1,Sunday,35,0,0,,01/09/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240902,2024-09-02,2024,3,9,September,2,Monday,36,0,0,,02/09/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240903,2024-09-03,2024,3,9,September,3,Tuesday,36,0,0,,03/09/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240904,2024-09-04,2024,3,9,September,4,Wednesday,36,0,0,,04/09/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240905,2024-09-05,2024,3,9,September,5,Thursday,36,0,0,,05/09/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240906,2024-09-06,2024,3,9,September,6,Friday,36,1,0,,06/09/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20240907,2024-09-07,2024,3,9,September,7,Saturday,36,1,0,,07/09/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20240908,2024-09-08,2024,3,9,September,8,Sunday,36,0,0,,08/09/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240909,2024-09-09,2024,3,9,September,9,Monday,37,0,0,,09/09/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240910,2024-09-10,2024,3,9,September,10,Tuesday,37,0,0,,10/09/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240911,2024-09-11,2024,3,9,September,11,Wednesday,37,0,0,,11/09/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240912,2024-09-12,2024,3,9,September,12,Thursday,37,0,0,,12/09/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240913,2024-09-13,2024,3,9,September,13,Friday,37,1,0,,13/09/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20240914,2024-09-14,2024,3,9,September,14,Saturday,37,1,0,,14/09/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20240915,2024-09-15,2024,3,9,September,15,Sunday,37,0,0,,15/09/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240916,2024-09-16,2024,3,9,September,16,Monday,38,0,0,,16/09/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240917,2024-09-17,2024,3,9,September,17,Tuesday,38,0,0,,17/09/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240918,2024-09-18,2024,3,9,September,18,Wednesday,38,0,0,,18/09/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240919,2024-09-19,2024,3,9,September,19,Thursday,38,0,0,,19/09/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240920,2024-09-20,2024,3,9,September,20,Friday,38,1,0,,20/09/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20240921,2024-09-21,2024,3,9,September,21,Saturday,38,1,0,,21/09/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20240922,2024-09-22,2024,3,9,September,22,Sunday,38,0,0,,22/09/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240923,2024-09-23,2024,3,9,September,23,Monday,39,0,1,National Day,23/09/2024,Shawwal,10,1445,0,0,0,Business,0,1
20240924,2024-09-24,2024,3,9,September,24,Tuesday,39,0,0,,24/09/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240925,2024-09-25,2024,3,9,September,25,Wednesday,39,0,0,,25/09/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240926,2024-09-26,2024,3,9,September,26,Thursday,39,0,0,,26/09/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240927,2024-09-27,2024,3,9,September,27,Friday,39,1,0,,27/09/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20240928,2024-09-28,2024,3,9,September,28,Saturday,39,1,0,,28/09/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20240929,2024-09-29,2024,3,9,September,29,Sunday,39,0,0,,29/09/2024,Shawwal,10,1445,0,0,0,Business,0,0
20240930,2024-09-30,2024,3,9,September,30,Monday,40,0,0,,30/09/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241001,2024-10-01,2024,4,10,October,1,Tuesday,40,0,0,,01/10/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241002,2024-10-02,2024,4,10,October,2,Wednesday,40,0,0,,02/10/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241003,2024-10-03,2024,4,10,October,3,Thursday,40,0,0,,03/10/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241004,2024-10-04,2024,4,10,October,4,Friday,40,1,0,,04/10/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20241005,2024-10-05,2024,4,10,October,5,Saturday,40,1,0,,05/10/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20241006,2024-10-06,2024,4,10,October,6,Sunday,40,0,0,,06/10/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241007,2024-10-07,2024,4,10,October,7,Monday,41,0,0,,07/10/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241008,2024-10-08,2024,4,10,October,8,Tuesday,41,0,0,,08/10/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241009,2024-10-09,2024,4,10,October,9,Wednesday,41,0,0,,09/10/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241010,2024-10-10,2024,4,10,October,10,Thursday,41,0,0,,10/10/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241011,2024-10-11,2024,4,10,October,11,Friday,41,1,0,,11/10/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20241012,2024-10-12,2024,4,10,October,12,Saturday,41,1,0,,12/10/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20241013,2024-10-13,2024,4,10,October,13,Sunday,41,0,0,,13/10/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241014,2024-10-14,2024,4,10,October,14,Monday,42,0,0,,14/10/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241015,2024-10-15,2024,4,10,October,15,Tuesday,42,0,0,,15/10/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241016,2024-10-16,2024,4,10,October,16,Wednesday,42,0,0,,16/10/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241017,2024-10-17,2024,4,10,October,17,Thursday,42,0,0,,17/10/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241018,2024-10-18,2024,4,10,October,18,Friday,42,1,0,,18/10/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20241019,2024-10-19,2024,4,10,October,19,Saturday,42,1,0,,19/10/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20241020,2024-10-20,2024,4,10,October,20,Sunday,42,0,0,,20/10/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241021,2024-10-21,2024,4,10,October,21,Monday,43,0,0,,21/10/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241022,2024-10-22,2024,4,10,October,22,Tuesday,43,0,0,,22/10/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241023,2024-10-23,2024,4,10,October,23,Wednesday,43,0,0,,23/10/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241024,2024-10-24,2024,4,10,October,24,Thursday,43,0,0,,24/10/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241025,2024-10-25,2024,4,10,October,25,Friday,43,1,0,,25/10/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20241026,2024-10-26,2024,4,10,October,26,Saturday,43,1,0,,26/10/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20241027,2024-10-27,2024,4,10,October,27,Sunday,43,0,0,,27/10/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241028,2024-10-28,2024,4,10,October,28,Monday,44,0,0,,28/10/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241029,2024-10-29,2024,4,10,October,29,Tuesday,44,0,0,,29/10/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241030,2024-10-30,2024,4,10,October,30,Wednesday,44,0,0,,30/10/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241031,2024-10-31,2024,4,10,October,31,Thursday,44,0,0,,31/10/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241101,2024-11-01,2024,4,11,November,1,Friday,44,1,0,,01/11/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20241102,2024-11-02,2024,4,11,November,2,Saturday,44,1,0,,02/11/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20241103,2024-11-03,2024,4,11,November,3,Sunday,44,0,0,,03/11/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241104,2024-11-04,2024,4,11,November,4,Monday,45,0,0,,04/11/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241105,2024-11-05,2024,4,11,November,5,Tuesday,45,0,0,,05/11/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241106,2024-11-06,2024,4,11,November,6,Wednesday,45,0,0,,06/11/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241107,2024-11-07,2024,4,11,November,7,Thursday,45,0,0,,07/11/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241108,2024-11-08,2024,4,11,November,8,Friday,45,1,0,,08/11/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20241109,2024-11-09,2024,4,11,November,9,Saturday,45,1,0,,09/11/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20241110,2024-11-10,2024,4,11,November,10,Sunday,45,0,0,,10/11/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241111,2024-11-11,2024,4,11,November,11,Monday,46,0,0,,11/11/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241112,2024-11-12,2024,4,11,November,12,Tuesday,46,0,0,,12/11/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241113,2024-11-13,2024,4,11,November,13,Wednesday,46,0,0,,13/11/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241114,2024-11-14,2024,4,11,November,14,Thursday,46,0,0,,14/11/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241115,2024-11-15,2024,4,11,November,15,Friday,46,1,0,,15/11/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20241116,2024-11-16,2024,4,11,November,16,Saturday,46,1,0,,16/11/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20241117,2024-11-17,2024,4,11,November,17,Sunday,46,0,0,,17/11/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241118,2024-11-18,2024,4,11,November,18,Monday,47,0,0,,18/11/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241119,2024-11-19,2024,4,11,November,19,Tuesday,47,0,0,,19/11/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241120,2024-11-20,2024,4,11,November,20,Wednesday,47,0,0,,20/11/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241121,2024-11-21,2024,4,11,November,21,Thursday,47,0,0,,21/11/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241122,2024-11-22,2024,4,11,November,22,Friday,47,1,0,,22/11/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20241123,2024-11-23,2024,4,11,November,23,Saturday,47,1,0,,23/11/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20241124,2024-11-24,2024,4,11,November,24,Sunday,47,0,0,,24/11/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241125,2024-11-25,2024,4,11,November,25,Monday,48,0,0,,25/11/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241126,2024-11-26,2024,4,11,November,26,Tuesday,48,0,0,,26/11/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241127,2024-11-27,2024,4,11,November,27,Wednesday,48,0,0,,27/11/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241128,2024-11-28,2024,4,11,November,28,Thursday,48,0,0,,28/11/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241129,2024-11-29,2024,4,11,November,29,Friday,48,1,0,,29/11/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20241130,2024-11-30,2024,4,11,November,30,Saturday,48,1,0,,30/11/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20241201,2024-12-01,2024,4,12,December,1,Sunday,48,0,0,,01/12/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241202,2024-12-02,2024,4,12,December,2,Monday,49,0,0,,02/12/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241203,2024-12-03,2024,4,12,December,3,Tuesday,49,0,0,,03/12/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241204,2024-12-04,2024,4,12,December,4,Wednesday,49,0,0,,04/12/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241205,2024-12-05,2024,4,12,December,5,Thursday,49,0,0,,05/12/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241206,2024-12-06,2024,4,12,December,6,Friday,49,1,0,,06/12/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20241207,2024-12-07,2024,4,12,December,7,Saturday,49,1,0,,07/12/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20241208,2024-12-08,2024,4,12,December,8,Sunday,49,0,0,,08/12/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241209,2024-12-09,2024,4,12,December,9,Monday,50,0,0,,09/12/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241210,2024-12-10,2024,4,12,December,10,Tuesday,50,0,0,,10/12/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241211,2024-12-11,2024,4,12,December,11,Wednesday,50,0,0,,11/12/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241212,2024-12-12,2024,4,12,December,12,Thursday,50,0,0,,12/12/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241213,2024-12-13,2024,4,12,December,13,Friday,50,1,0,,13/12/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20241214,2024-12-14,2024,4,12,December,14,Saturday,50,1,0,,14/12/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20241215,2024-12-15,2024,4,12,December,15,Sunday,50,0,0,,15/12/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241216,2024-12-16,2024,4,12,December,16,Monday,51,0,0,,16/12/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241217,2024-12-17,2024,4,12,December,17,Tuesday,51,0,0,,17/12/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241218,2024-12-18,2024,4,12,December,18,Wednesday,51,0,0,,18/12/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241219,2024-12-19,2024,4,12,December,19,Thursday,51,0,0,,19/12/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241220,2024-12-20,2024,4,12,December,20,Friday,51,1,0,,20/12/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20241221,2024-12-21,2024,4,12,December,21,Saturday,51,1,0,,21/12/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20241222,2024-12-22,2024,4,12,December,22,Sunday,51,0,0,,22/12/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241223,2024-12-23,2024,4,12,December,23,Monday,52,0,0,,23/12/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241224,2024-12-24,2024,4,12,December,24,Tuesday,52,0,0,,24/12/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241225,2024-12-25,2024,4,12,December,25,Wednesday,52,0,0,,25/12/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241226,2024-12-26,2024,4,12,December,26,Thursday,52,0,0,,26/12/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241227,2024-12-27,2024,4,12,December,27,Friday,52,1,0,,27/12/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20241228,2024-12-28,2024,4,12,December,28,Saturday,52,1,0,,28/12/2024,Shawwal,10,1445,0,0,0,Weekend,0,0
20241229,2024-12-29,2024,4,12,December,29,Sunday,52,0,0,,29/12/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241230,2024-12-30,2024,4,12,December,30,Monday,1,0,0,,30/12/2024,Shawwal,10,1445,0,0,0,Business,0,0
20241231,2024-12-31,2024,4,12,December,31,Tuesday,1,0,0,,31/12/2024,Shawwal,10,1445,0,0,0,Business,0,0
20250101,2025-01-01,2025,1,1,January,1,Wednesday,1,0,0,,01/01/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250102,2025-01-02,2025,1,1,January,2,Thursday,1,0,0,,02/01/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250103,2025-01-03,2025,1,1,January,3,Friday,1,1,0,,03/01/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250104,2025-01-04,2025,1,1,January,4,Saturday,1,1,0,,04/01/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250105,2025-01-05,2025,1,1,January,5,Sunday,1,0,0,,05/01/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250106,2025-01-06,2025,1,1,January,6,Monday,2,0,0,,06/01/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250107,2025-01-07,2025,1,1,January,7,Tuesday,2,0,0,,07/01/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250108,2025-01-08,2025,1,1,January,8,Wednesday,2,0,0,,08/01/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250109,2025-01-09,2025,1,1,January,9,Thursday,2,0,0,,09/01/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250110,2025-01-10,2025,1,1,January,10,Friday,2,1,0,,10/01/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250111,2025-01-11,2025,1,1,January,11,Saturday,2,1,0,,11/01/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250112,2025-01-12,2025,1,1,January,12,Sunday,2,0,0,,12/01/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250113,2025-01-13,2025,1,1,January,13,Monday,3,0,0,,13/01/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250114,2025-01-14,2025,1,1,January,14,Tuesday,3,0,0,,14/01/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250115,2025-01-15,2025,1,1,January,15,Wednesday,3,0,0,,15/01/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250116,2025-01-16,2025,1,1,January,16,Thursday,3,0,0,,16/01/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250117,2025-01-17,2025,1,1,January,17,Friday,3,1,0,,17/01/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250118,2025-01-18,2025,1,1,January,18,Saturday,3,1,0,,18/01/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250119,2025-01-19,2025,1,1,January,19,Sunday,3,0,0,,19/01/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250120,2025-01-20,2025,1,1,January,20,Monday,4,0,0,,20/01/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250121,2025-01-21,2025,1,1,January,21,Tuesday,4,0,0,,21/01/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250122,2025-01-22,2025,1,1,January,22,Wednesday,4,0,0,,22/01/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250123,2025-01-23,2025,1,1,January,23,Thursday,4,0,0,,23/01/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250124,2025-01-24,2025,1,1,January,24,Friday,4,1,0,,24/01/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250125,2025-01-25,2025,1,1,January,25,Saturday,4,1,0,,25/01/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250126,2025-01-26,2025,1,1,January,26,Sunday,4,0,0,,26/01/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250127,2025-01-27,2025,1,1,January,27,Monday,5,0,0,,27/01/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250128,2025-01-28,2025,1,1,January,28,Tuesday,5,0,0,,28/01/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250129,2025-01-29,2025,1,1,January,29,Wednesday,5,0,0,,29/01/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250130,2025-01-30,2025,1,1,January,30,Thursday,5,0,0,,30/01/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250131,2025-01-31,2025,1,1,January,31,Friday,5,1,0,,31/01/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250201,2025-02-01,2025,1,2,February,1,Saturday,5,1,0,,01/02/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250202,2025-02-02,2025,1,2,February,2,Sunday,5,0,0,,02/02/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250203,2025-02-03,2025,1,2,February,3,Monday,6,0,0,,03/02/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250204,2025-02-04,2025,1,2,February,4,Tuesday,6,0,0,,04/02/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250205,2025-02-05,2025,1,2,February,5,Wednesday,6,0,0,,05/02/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250206,2025-02-06,2025,1,2,February,6,Thursday,6,0,0,,06/02/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250207,2025-02-07,2025,1,2,February,7,Friday,6,1,0,,07/02/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250208,2025-02-08,2025,1,2,February,8,Saturday,6,1,0,,08/02/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250209,2025-02-09,2025,1,2,February,9,Sunday,6,0,0,,09/02/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250210,2025-02-10,2025,1,2,February,10,Monday,7,0,0,,10/02/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250211,2025-02-11,2025,1,2,February,11,Tuesday,7,0,0,,11/02/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250212,2025-02-12,2025,1,2,February,12,Wednesday,7,0,0,,12/02/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250213,2025-02-13,2025,1,2,February,13,Thursday,7,0,0,,13/02/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250214,2025-02-14,2025,1,2,February,14,Friday,7,1,0,,14/02/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250215,2025-02-15,2025,1,2,February,15,Saturday,7,1,0,,15/02/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250216,2025-02-16,2025,1,2,February,16,Sunday,7,0,0,,16/02/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250217,2025-02-17,2025,1,2,February,17,Monday,8,0,0,,17/02/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250218,2025-02-18,2025,1,2,February,18,Tuesday,8,0,0,,18/02/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250219,2025-02-19,2025,1,2,February,19,Wednesday,8,0,0,,19/02/2025,Shawwal,10,1446,0,0,0,Business,0,0
